Trying 10.126.142.149...
Connected to sjl3-ecp-ssr27.eld.
Escape character is '^]'.
login: test
test
Password: test


Welcome to Ericsson IPOS
Copyright (c) 2011 Ericsson AB.
All rights reserved.

[local]sjl3-ecp-ssr27>en
en
Password: test

[local]sjl3-ecp-ssr27#start sh
start sh
[?1034hsh-3.2$ pidstat -r
pidstat -r
Linux 3.0.75-979-g115e717 (sjl3-ecp-ssr27) 	07/30/13 	_x86_64_	(8 CPU)

15:57:29          PID  minflt/s  majflt/s     VSZ    RSS   %MEM  Command
15:57:33         2208      0.67      0.00   18952   1160   0.00  udevd
15:57:33         2216      0.01      0.00   35484   1152   0.00  sshd
15:57:33         2219      0.01      0.00   23716    940   0.00  rbn_kdumpd
15:57:33         3512      0.26      0.00  231220   7556   0.03  pm
15:57:33         3524      0.10      0.00  134788   5952   0.02  nameserver
15:57:33         3526      0.08      0.00   23616   5376   0.02  rpsw_dtp
15:57:33         3527      0.08      0.00   23480   5456   0.02  alsw1_dtp
15:57:33         3528      0.08      0.00   23480   5464   0.02  alsw2_dtp
15:57:33         3529      0.08      0.00   23480   5464   0.02  sw1_dtp
15:57:33         3530      0.08      0.00   23480   5460   0.02  sw2_dtp
15:57:33         3531      0.08      0.00   23480   5460   0.02  sw3_dtp
15:57:33         3532      0.08      0.00   23480   5464   0.02  sw4_dtp
15:57:33         3546      0.07      0.00   98728   4584   0.02  u2l
15:57:33         3547      0.41      0.00  135520  34444   0.14  metad
15:57:33         3564      0.01      0.00   17096   3096   0.01  dhcpd
15:57:33         3565      0.08      0.00  104932   4764   0.02  ssh_auth_server
15:57:33         3578      0.08      0.00  135432   5340   0.02  evtmd
15:57:33         3582      0.08      0.00  213844   5328   0.02  pnsd
15:57:33         3583     29.94      0.00  154540   5316   0.02  cmsp_rpswd
15:57:33         3589      0.08      0.00  216480   5192   0.02  cms_server
15:57:33         3591      0.34      0.00  154792   5820   0.02  cmsp_ceqa
15:57:33         3592      0.08      0.00  157224   5420   0.02  cmsp_alsw
15:57:33         3593      0.08      0.00  157224   5424   0.02  cmsp_alsw
15:57:33         3594      0.08      0.00  157196   5412   0.02  cmsp_sw
15:57:33         3595      0.08      0.00  157196   5408   0.02  cmsp_sw
15:57:33         3596      0.08      0.00  157196   5412   0.02  cmsp_sw
15:57:33         3597      0.08      0.00  157196   5416   0.02  cmsp_sw
15:57:33         3616      0.24      0.00  476656   7544   0.03  cmsp_cmbhub
15:57:33         3632      1.60      0.00  398764  34912   0.14  pad
15:57:33         3859      0.08      0.00  200336   4944   0.02  geswd
15:57:33         3860      0.08      0.00  166996   5344   0.02  tcmd
15:57:33         3861      0.09      0.00  104920   4732   0.02  clibe
15:57:33         3862      0.08      0.00  162768   5364   0.02  ptpd
15:57:33         3872      0.08      0.00  164784   5160   0.02  servod
15:57:33         3873      0.08      0.00  230320   5256   0.02  servod
15:57:33         3878      0.14      0.00  198604   8172   0.03  dlmd
15:57:33         3879      0.08      0.00  224048   5616   0.02  syncd
15:57:33         3959      0.18      0.00  207348  14052   0.06  csm
15:57:33         3977     16.87      0.00 1084100  27496   0.11  rcm
15:57:33         3978      0.12      0.00  202904   8496   0.03  ism2
15:57:33         3979      0.08      0.00  102200   6096   0.02  ped_parse
15:57:33         3982      0.07      0.00  111948   4976   0.02  rpmd
15:57:33         3984      0.14      0.00  228796   9092   0.04  ribd
15:57:33         3987      0.09      0.00  174412   5564   0.02  arpd
15:57:33         3990     45.57      0.00  221388   5540   0.02  sysmond
15:57:33         3992      0.09      0.00  125288   6408   0.03  tunneld
15:57:33         3994      0.12      0.00  202604   8572   0.03  clsd
15:57:33         3995      0.09      0.00  146932   6712   0.03  pemd
15:57:33         3998      0.12      0.00  186280   8592   0.03  lm
15:57:33         3999      0.08      0.00  215760   5612   0.02  aspd
15:57:33         4000      0.10      0.00  175276   7040   0.03  servmon
15:57:33         4003      0.11      0.00  239632   7200   0.03  rfm
15:57:33         4004      0.09      0.00  175008   6508   0.03  etid
15:57:33         4005      0.07      0.00  139304   4780   0.02  appmon
15:57:33         4008      0.09      0.00  202004   6240   0.03  vsmd
15:57:33         4013      1.87      0.00  319040   8792   0.04  statd
15:57:33         4015      0.11      0.00  246272   7776   0.03  ldpd
15:57:33         4017      0.12      0.00  387224   8580   0.03  aaad
15:57:33         4018      0.08      0.00  185796   5460   0.02  flowd
15:57:33         4019      0.07      0.00  107316   5004   0.02  sctpd
15:57:33         4021      0.12      0.00  174692   7528   0.03  oddd
15:57:33         4024      0.11      0.00  163080   7532   0.03  fmrd
15:57:33         4027      0.11      0.00   99636   5968   0.02  fefmad
15:57:33         4028      0.10      0.00  168824   7044   0.03  fmmd
15:57:33         4031      3.11      0.00  211192   5552   0.02  ntpd_mon
15:57:33         4034      0.83      0.00  230760  37440   0.15  tsmrp
15:57:33         4035      0.62      0.00  372816  37096   0.15  healthd
15:57:33         4036      0.07      0.00  128848   5160   0.02  drtd
15:57:33         4037      0.07      0.00  137264   4808   0.02  parpd
15:57:33         4346      0.10      0.00  210024   7288   0.03  pppd
15:57:33         4348      0.10      0.00  165256   6932   0.03  pppoed
15:57:33         4351      0.11      0.00  187524   7412   0.03  l2tpd
15:57:33         4387     13.86      0.01  396912  30036   0.12  com
15:57:33         4455      0.07      0.00  103372   5064   0.02  dnsd
15:57:33         4460      0.08      0.00  112076   5240   0.02  staticd
15:57:33         4476      0.10      0.00  173724   7656   0.03  qosd
15:57:33         4478      0.05      0.00   23720   1440   0.01  cli_login.sh
15:57:33         4486      0.00      0.00   12820    164   0.00  mcelog
15:57:33         4487      0.01      0.00   12264    644   0.00  portmap
15:57:33         4659      0.39      0.00  781968  29884   0.12  exec_cli
15:57:33         4672      0.03      0.00   23848   1464   0.01  sh
15:57:33         4689      3.98      0.00   26456   1080   0.00  cvmmgrd
15:57:33         4728      5.30      0.00  339728  17756   0.07  licm
15:57:33         5006      0.05      0.00    3952   1712   0.01  lserv
15:57:33         5013      0.02      0.00       0      0   0.00  sh
15:57:33         5137      0.02      0.00       0      0   0.00  sh
15:57:33         5881      0.01      0.00    3824    380   0.00  sleep
15:57:33         7037      0.03      0.00  106008   5280   0.02  snmpd
15:57:33         7052      0.02      0.00    8052    716   0.00  in.telnetd
15:57:33         7053      0.38      0.00  837268  29696   0.12  exec_cli
15:57:33         7094      0.03      0.00   25908   1744   0.01  sh
15:57:33         7106      0.03      0.00   98964   3284   0.01  ntpd
15:57:33         7125      0.03      0.00    4036    840   0.00  pidstat
15:57:33        16833      0.02      0.00    8052    716   0.00  in.telnetd
15:57:33        16834      0.39      0.00  837268  29968   0.12  exec_cli
15:57:33        24030      0.03      0.00   25908   1476   0.01  sh
sh-3.2$ pidstat -r
pidstat -r
Linux 3.0.75-979-g115e717 (sjl3-ecp-ssr27) 	07/30/13 	_x86_64_	(8 CPU)

15:57:36          PID  minflt/s  majflt/s     VSZ    RSS   %MEM  Command
15:57:36            1      0.08      0.00   21392   2584   0.01  rbn_init
15:57:36         2203      0.03      0.00   12204    872   0.00  syslogd
15:57:36         2204      0.21      0.00   23716   1456   0.01  bash
15:57:36         2205      0.03      0.00    3840    572   0.00  klogd
15:57:36         2206      0.06      0.00   19316   1088   0.00  xinetd
15:57:36         2207      0.31      0.00  280124  13176   0.05  loggd
15:57:36         2208      0.67      0.00   18952   1160   0.00  udevd
15:57:36         2216      0.01      0.00   35484   1152   0.00  sshd
15:57:36         2219      0.01      0.00   23716    940   0.00  rbn_kdumpd
15:57:36         3512      0.26      0.00  231220   7556   0.03  pm
15:57:36         3524      0.10      0.00  134788   5952   0.02  nameserver
15:57:36         3526      0.08      0.00   23616   5376   0.02  rpsw_dtp
15:57:36         3527      0.08      0.00   23480   5456   0.02  alsw1_dtp
15:57:36         3528      0.08      0.00   23480   5464   0.02  alsw2_dtp
15:57:36         3529      0.08      0.00   23480   5464   0.02  sw1_dtp
15:57:36         3530      0.08      0.00   23480   5460   0.02  sw2_dtp
15:57:36         3531      0.08      0.00   23480   5460   0.02  sw3_dtp
15:57:36         3532      0.08      0.00   23480   5464   0.02  sw4_dtp
15:57:36         3546      0.07      0.00   98728   4584   0.02  u2l
15:57:36         3547      0.41      0.00  135520  34444   0.14  metad
15:57:36         3564      0.01      0.00   17096   3096   0.01  dhcpd
15:57:36         3565      0.08      0.00  104932   4764   0.02  ssh_auth_server
15:57:36         3578      0.07      0.00  135432   5340   0.02  evtmd
15:57:36         3582      0.08      0.00  213844   5328   0.02  pnsd
15:57:36         3583     29.94      0.00  154540   5316   0.02  cmsp_rpswd
15:57:36         3589      0.08      0.00  216480   5192   0.02  cms_server
15:57:36         3591      0.34      0.00  154792   5820   0.02  cmsp_ceqa
15:57:36         3592      0.08      0.00  157224   5420   0.02  cmsp_alsw
15:57:36         3593      0.08      0.00  157224   5424   0.02  cmsp_alsw
15:57:36         3594      0.08      0.00  157196   5412   0.02  cmsp_sw
15:57:36         3595      0.08      0.00  157196   5408   0.02  cmsp_sw
15:57:36         3596      0.08      0.00  157196   5412   0.02  cmsp_sw
15:57:36         3597      0.08      0.00  157196   5416   0.02  cmsp_sw
15:57:36         3616      0.24      0.00  476656   7544   0.03  cmsp_cmbhub
15:57:36         3632      1.60      0.00  398764  34912   0.14  pad
15:57:36         3859      0.08      0.00  200336   4944   0.02  geswd
15:57:36         3860      0.08      0.00  166996   5344   0.02  tcmd
15:57:36         3861      0.09      0.00  104920   4732   0.02  clibe
15:57:36         3862      0.08      0.00  162768   5364   0.02  ptpd
15:57:36         3872      0.08      0.00  164784   5160   0.02  servod
15:57:36         3873      0.08      0.00  230320   5256   0.02  servod
15:57:36         3878      0.14      0.00  198604   8172   0.03  dlmd
15:57:36         3879      0.08      0.00  224048   5616   0.02  syncd
15:57:36         3959      0.18      0.00  207348  14052   0.06  csm
15:57:36         3977     16.87      0.00 1084100  27496   0.11  rcm
15:57:36         3978      0.12      0.00  202904   8496   0.03  ism2
15:57:36         3979      0.08      0.00  102200   6096   0.02  ped_parse
15:57:36         3982      0.07      0.00  111948   4976   0.02  rpmd
15:57:36         3984      0.14      0.00  228796   9092   0.04  ribd
15:57:36         3987      0.09      0.00  174412   5564   0.02  arpd
15:57:36         3990     45.57      0.00  221388   5540   0.02  sysmond
15:57:36         3992      0.09      0.00  125288   6408   0.03  tunneld
15:57:36         3994      0.12      0.00  202604   8572   0.03  clsd
15:57:36         3995      0.09      0.00  146932   6712   0.03  pemd
15:57:36         3998      0.12      0.00  186280   8592   0.03  lm
15:57:36         3999      0.08      0.00  215760   5612   0.02  aspd
15:57:36         4000      0.10      0.00  175276   7040   0.03  servmon
15:57:36         4003      0.11      0.00  239632   7200   0.03  rfm
15:57:36         4004      0.09      0.00  175008   6508   0.03  etid
15:57:36         4005      0.07      0.00  139304   4780   0.02  appmon
15:57:36         4008      0.09      0.00  202004   6240   0.03  vsmd
15:57:36         4013      1.87      0.00  319040   8792   0.04  statd
15:57:36         4015      0.11      0.00  246272   7776   0.03  ldpd
15:57:36         4017      0.12      0.00  387224   8580   0.03  aaad
15:57:36         4018      0.08      0.00  185796   5460   0.02  flowd
15:57:36         4019      0.07      0.00  107316   5004   0.02  sctpd
15:57:36         4021      0.12      0.00  174692   7528   0.03  oddd
15:57:36         4024      0.11      0.00  163080   7532   0.03  fmrd
15:57:36         4027      0.11      0.00   99636   5968   0.02  fefmad
15:57:36         4028      0.10      0.00  168824   7044   0.03  fmmd
15:57:36         4031      3.11      0.00  211192   5552   0.02  ntpd_mon
15:57:36         4034      0.83      0.00  230760  37440   0.15  tsmrp
15:57:36         4035      0.62      0.00  372816  37096   0.15  healthd
15:57:36         4036      0.07      0.00  128848   5160   0.02  drtd
15:57:36         4037      0.07      0.00  137264   4808   0.02  parpd
15:57:36         4346      0.10      0.00  210024   7288   0.03  pppd
15:57:36         4348      0.10      0.00  165256   6932   0.03  pppoed
15:57:36         4351      0.11      0.00  187524   7412   0.03  l2tpd
15:57:36         4387     13.85      0.01  396912  30036   0.12  com
15:57:36         4455      0.07      0.00  103372   5064   0.02  dnsd
15:57:36         4460      0.08      0.00  112076   5240   0.02  staticd
15:57:36         4476      0.10      0.00  173724   7656   0.03  qosd
15:57:36         4478      0.05      0.00   23720   1440   0.01  cli_login.sh
15:57:36         4486      0.00      0.00   12820    164   0.00  mcelog
15:57:36         4487      0.01      0.00   12264    644   0.00  portmap
15:57:36         4659      0.39      0.00  781968  29884   0.12  exec_cli
15:57:36         4672      0.03      0.00   23848   1464   0.01  sh
15:57:36         4689      3.98      0.00   26456   1080   0.00  cvmmgrd
15:57:36         4728      5.30      0.00  339728  17756   0.07  licm
15:57:36         5006      0.05      0.00    3952   1712   0.01  lserv
15:57:36         5013      0.02      0.00       0      0   0.00  sh
15:57:36         5137      0.02      0.00       0      0   0.00  sh
15:57:36         5881      0.01      0.00    3824    380   0.00  sleep
15:57:36         7037      0.03      0.00  106008   5280   0.02  snmpd
15:57:36         7052      0.02      0.00    8052    716   0.00  in.telnetd
15:57:36         7053      0.38      0.00  837268  29888   0.12  exec_cli
15:57:36         7094      0.04      0.00   25908   1772   0.01  sh
15:57:36         7106      0.03      0.00   98964   3284   0.01  ntpd
15:57:36         7147      0.03      0.00    4036    836   0.00  pidstat
15:57:36        16833      0.02      0.00    8052    716   0.00  in.telnetd
15:57:36        16834      0.39      0.00  837268  29968   0.12  exec_cli
15:57:36        24030      0.03      0.00   25908   1476   0.01  sh
sh-3.2$ pidstat -r
pidstat -r
Linux 3.0.75-979-g115e717 (sjl3-ecp-ssr27) 	07/30/13 	_x86_64_	(8 CPU)

15:57:39          PID  minflt/s  majflt/s     VSZ    RSS   %MEM  Command
15:57:39            1      0.08      0.00   21392   2584   0.01  rbn_init
15:57:39         2203      0.03      0.00   12204    872   0.00  syslogd
15:57:39         2204      0.21      0.00   23716   1456   0.01  bash
15:57:39         2205      0.03      0.00    3840    572   0.00  klogd
15:57:39         2206      0.06      0.00   19316   1088   0.00  xinetd
15:57:39         2207      0.31      0.00  280124  13176   0.05  loggd
15:57:39         2208      0.67      0.00   18952   1160   0.00  udevd
15:57:39         2216      0.01      0.00   35484   1152   0.00  sshd
15:57:39         2219      0.01      0.00   23716    940   0.00  rbn_kdumpd
15:57:39         3512      0.26      0.00  231220   7556   0.03  pm
15:57:39         3524      0.10      0.00  134788   5952   0.02  nameserver
15:57:39         3526      0.08      0.00   23616   5376   0.02  rpsw_dtp
15:57:39         3527      0.08      0.00   23480   5456   0.02  alsw1_dtp
15:57:39         3528      0.08      0.00   23480   5464   0.02  alsw2_dtp
15:57:39         3529      0.08      0.00   23480   5464   0.02  sw1_dtp
15:57:39         3530      0.08      0.00   23480   5460   0.02  sw2_dtp
15:57:39         3531      0.08      0.00   23480   5460   0.02  sw3_dtp
15:57:39         3532      0.08      0.00   23480   5464   0.02  sw4_dtp
15:57:39         3546      0.07      0.00   98728   4584   0.02  u2l
15:57:39         3547      0.41      0.00  135520  34444   0.14  metad
15:57:39         3564      0.01      0.00   17096   3096   0.01  dhcpd
15:57:39         3565      0.08      0.00  104932   4764   0.02  ssh_auth_server
15:57:39         3578      0.07      0.00  135432   5340   0.02  evtmd
15:57:39         3582      0.08      0.00  213844   5328   0.02  pnsd
15:57:39         3583     29.94      0.00  154540   5316   0.02  cmsp_rpswd
15:57:39         3589      0.08      0.00  216480   5192   0.02  cms_server
15:57:39         3591      0.34      0.00  154792   5820   0.02  cmsp_ceqa
15:57:39         3592      0.08      0.00  157224   5420   0.02  cmsp_alsw
15:57:39         3593      0.08      0.00  157224   5424   0.02  cmsp_alsw
15:57:39         3594      0.08      0.00  157196   5412   0.02  cmsp_sw
15:57:39         3595      0.08      0.00  157196   5408   0.02  cmsp_sw
15:57:39         3596      0.08      0.00  157196   5412   0.02  cmsp_sw
15:57:39         3597      0.08      0.00  157196   5416   0.02  cmsp_sw
15:57:39         3616      0.24      0.00  476656   7544   0.03  cmsp_cmbhub
15:57:39         3632      1.60      0.00  398764  34912   0.14  pad
15:57:39         3859      0.08      0.00  200336   4944   0.02  geswd
15:57:39         3860      0.08      0.00  166996   5344   0.02  tcmd
15:57:39         3861      0.09      0.00  104920   4732   0.02  clibe
15:57:39         3862      0.08      0.00  162768   5364   0.02  ptpd
15:57:39         3872      0.08      0.00  164784   5160   0.02  servod
15:57:39         3873      0.08      0.00  230320   5256   0.02  servod
15:57:39         3878      0.14      0.00  198604   8172   0.03  dlmd
15:57:39         3879      0.08      0.00  224048   5616   0.02  syncd
15:57:39         3959      0.18      0.00  207348  14052   0.06  csm
15:57:39         3977     16.87      0.00 1084100  27496   0.11  rcm
15:57:39         3978      0.12      0.00  202904   8496   0.03  ism2
15:57:39         3979      0.08      0.00  102200   6096   0.02  ped_parse
15:57:39         3982      0.07      0.00  111948   4976   0.02  rpmd
15:57:39         3984      0.14      0.00  228796   9092   0.04  ribd
15:57:39         3987      0.09      0.00  174412   5564   0.02  arpd
15:57:39         3990     45.57      0.00  221388   5540   0.02  sysmond
15:57:39         3992      0.09      0.00  125288   6408   0.03  tunneld
15:57:39         3994      0.12      0.00  202604   8572   0.03  clsd
15:57:39         3995      0.09      0.00  146932   6712   0.03  pemd
15:57:39         3998      0.12      0.00  186280   8592   0.03  lm
15:57:39         3999      0.08      0.00  215760   5612   0.02  aspd
15:57:39         4000      0.10      0.00  175276   7040   0.03  servmon
15:57:39         4003      0.11      0.00  239632   7200   0.03  rfm
15:57:39         4004      0.09      0.00  175008   6508   0.03  etid
15:57:39         4005      0.07      0.00  139304   4780   0.02  appmon
15:57:39         4008      0.09      0.00  202004   6240   0.03  vsmd
15:57:39         4013      1.87      0.00  319040   8792   0.04  statd
15:57:39         4015      0.11      0.00  246272   7776   0.03  ldpd
15:57:39         4017      0.12      0.00  387224   8580   0.03  aaad
15:57:39         4018      0.08      0.00  185796   5460   0.02  flowd
15:57:39         4019      0.07      0.00  107316   5004   0.02  sctpd
15:57:39         4021      0.12      0.00  174692   7528   0.03  oddd
15:57:39         4024      0.11      0.00  163080   7532   0.03  fmrd
15:57:39         4027      0.11      0.00   99636   5968   0.02  fefmad
15:57:39         4028      0.10      0.00  168824   7044   0.03  fmmd
15:57:39         4031      3.11      0.00  211192   5552   0.02  ntpd_mon
15:57:39         4034      0.83      0.00  230760  37440   0.15  tsmrp
15:57:39         4035      0.62      0.00  372816  37096   0.15  healthd
15:57:39         4036      0.07      0.00  128848   5160   0.02  drtd
15:57:39         4037      0.07      0.00  137264   4808   0.02  parpd
15:57:39         4346      0.10      0.00  210024   7288   0.03  pppd
15:57:39         4348      0.10      0.00  165256   6932   0.03  pppoed
15:57:39         4351      0.11      0.00  187524   7412   0.03  l2tpd
15:57:39         4387     13.85      0.01  396912  30036   0.12  com
15:57:39         4455      0.07      0.00  103372   5064   0.02  dnsd
15:57:39         4460      0.08      0.00  112076   5240   0.02  staticd
15:57:39         4476      0.10      0.00  173724   7656   0.03  qosd
15:57:39         4478      0.05      0.00   23720   1440   0.01  cli_login.sh
15:57:39         4486      0.00      0.00   12820    164   0.00  mcelog
15:57:39         4487      0.01      0.00   12264    644   0.00  portmap
15:57:39         4659      0.39      0.00  781968  29884   0.12  exec_cli
15:57:39         4672      0.03      0.00   23848   1464   0.01  sh
15:57:39         4689      3.98      0.00   26456   1080   0.00  cvmmgrd
15:57:39         4728      5.30      0.00  339728  17756   0.07  licm
15:57:39         5006      0.05      0.00    3952   1712   0.01  lserv
15:57:39         5013      0.02      0.00       0      0   0.00  sh
15:57:39         5137      0.02      0.00       0      0   0.00  sh
15:57:39         5881      0.01      0.00    3824    380   0.00  sleep
15:57:39         7037      0.03      0.00  106008   5304   0.02  snmpd
15:57:39         7052      0.02      0.00    8052    716   0.00  in.telnetd
15:57:39         7053      0.38      0.00  837268  29888   0.12  exec_cli
15:57:39         7094      0.04      0.00   25908   1772   0.01  sh
15:57:39         7106      0.03      0.00   98964   3284   0.01  ntpd
15:57:39         7168      0.03      0.00    4036    836   0.00  pidstat
15:57:39        16833      0.02      0.00    8052    716   0.00  in.telnetd
15:57:39        16834      0.39      0.00  837268  29968   0.12  exec_cli
15:57:39        24030      0.03      0.00   25908   1476   0.01  sh
